IdReparacion,IdMoto,IdUsuario,Descripcion,Estado,FechaInicio,FechaFin,Total,Fase,Marca,Modelo,UsuarioNombre,cliente,CategoriaCliente
6384,4369,4843,optimizacion del sistema sensores y centralita para mejorar rendimiento.,Finalizado,2026-03-07 00:00:00,2026-03-10 00:00:00,5601,Cliente informado,Yamaha,Pulsar NS200,Jose Ramirez,Cliente_090,En Riesgo
6385,594,3326,optimizacion del sistema alineacion y revision para mejorar rendimiento.,Finalizado,2026-03-20 00:00:00,2026-03-24 00:00:00,4682,Cliente informado,TVS,FT150,Carlos Mendoza,Cliente_329,Normal
6386,3252,1302,correccion especializada de evaluacion y falla y verificacion completa.,Finalizado,2026-03-14 00:00:00,2026-03-16 00:00:00,4194,Cliente informado,Yamaha,R15,Jose Ramirez,Cliente_054,En Riesgo
6387,584,3889,inspeccion avanzada de lubricacion y filtro de aire por falla detectada.,Finalizado,2026-03-11 00:00:00,2026-03-15 00:00:00,2867,Entregado,Yamaha,R15,Jose Ramirez,Cliente_203,Normal
6388,4177,1370,revision completa de revision y niveles incluyendo ajuste final.,Finalizado,2026-03-04 00:00:00,2026-03-04 00:00:00,3701,Entregado,Kawasaki,Z650,Jose Ramirez,Cliente_384,Normal
6389,2516,4849,mantenimiento preventivo en lubricacion y filtro de aceite por falla detectada.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,5753,Entregado,Suzuki,XR150L,Carlos Mendoza,Cliente_328,Normal
6390,4650,3408,diagnostico y reparacion de kit aerodinamico y cromado segun solicitud del cliente.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,5351,Entregado,Kawasaki,Pulsar NS200,Carlos Mendoza,Cliente_408,Normal
6391,1069,3715,servicio integral para camara y luces led segun solicitud del cliente.,Finalizado,2026-03-08 00:00:00,2026-03-12 00:00:00,4127,Entregado,KTM,Ninja 400,Carlos Mendoza,Cliente_306,Normal
6392,3863,2714,correccion especializada de evaluacion y evaluacion con pruebas posteriores.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,3963,Cliente informado,AKT,Z650,Jose Ramirez,Cliente_216,Normal
6393,4419,2732,inspeccion avanzada de motor y bomba de agua incluyendo ajuste final.,Finalizado,2026-03-20 00:00:00,2026-03-24 00:00:00,4397,Cliente informado,Bajaj,FT150,Carlos Mendoza,Cliente_431,Normal
6394,4898,257,correccion especializada de potencia y suspension deportiva debido a desgaste.,Finalizado,2026-03-13 00:00:00,2026-03-14 00:00:00,6458,Cliente informado,Suzuki,XR150L,Carlos Mendoza,Cliente_333,Normal
6395,4381,2542,servicio integral para arbol de levas y bomba de agua y verificacion completa.,Finalizado,2026-03-03 00:00:00,2026-03-07 00:00:00,6453,Entregado,Yamaha,Apache RTR 200,Carlos Mendoza,Cliente_337,Normal
6396,3563,591,diagnostico y reparacion de evaluacion y revision general para mejorar rendimiento.,Finalizado,2026-03-24 00:00:00,2026-03-25 00:00:00,4994,Cliente informado,Italika,DM200,Jose Ramirez,Cliente_423,Normal
6397,900,3754,servicio integral para pistones y suspension con pruebas posteriores.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,3489,Entregado,KTM,DM200,Jose Ramirez,Cliente_336,Normal
6398,3979,4752,correccion especializada de pantalla y cromado y verificacion completa.,Finalizado,2026-03-18 00:00:00,2026-03-21 00:00:00,2898,Entregado,TVS,GN125,Carlos Mendoza,Cliente_116,En Riesgo
6399,4920,1858,mantenimiento preventivo en culata y embrague para mejorar rendimiento.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,5898,Entregado,Suzuki,XR150L,Carlos Mendoza,Cliente_301,Normal
6400,902,5131,servicio integral para distribucion y embrague con pruebas posteriores.,Finalizado,2026-03-25 00:00:00,2026-03-26 00:00:00,582,Cliente informado,Honda,Duke 390,Carlos Mendoza,Cliente_285,Normal
6401,144,2369,diagnostico y reparacion de modificacion y cambio color segun solicitud del cliente.,Finalizado,2026-03-21 00:00:00,2026-03-25 00:00:00,3175,Cliente informado,Kawasaki,Gixxer 250,Carlos Mendoza,Cliente_243,Normal
6402,144,2369,diagnostico y reparacion de modificacion y cambio color segun solicitud del cliente.,Finalizado,2026-03-21 00:00:00,2026-03-25 00:00:00,3175,Cliente informado,Kawasaki,Gixxer 250,Carlos Mendoza,Cliente_338,Normal
6403,3315,1733,optimizacion del sistema sensores y luces incluyendo ajuste final.,Finalizado,2026-03-02 00:00:00,2026-03-06 00:00:00,1513,Cliente informado,Honda,GN125,Carlos Mendoza,Cliente_413,Normal
6404,3368,376,correccion especializada de chequeo y diagnostico debido a desgaste.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,4969,Entregado,Kawasaki,Pulsar NS200,Jose Ramirez,Cliente_247,Normal
6405,3744,672,inspeccion avanzada de sensores de estacionamiento y llantas deportivas para mejorar rendimiento.,Finalizado,2026-03-17 00:00:00,2026-03-20 00:00:00,3582,Entregado,TVS,Apache RTR 200,Jose Ramirez,Cliente_477,Normal
6406,4949,2492,optimizacion del sistema encendido y centralita segun solicitud del cliente.,Entregado,2026-03-01 00:00:00,2026-03-02 00:00:00,6278,Entregado,Yamaha,Duke 390,Carlos Mendoza,Cliente_313,Normal
6407,4099,130,inspeccion avanzada de filtro de aceite y lubricacion segun solicitud del cliente.,Finalizado,2026-03-29 00:00:00,2026-04-01 00:00:00,3667,Cliente informado,Suzuki,XR150L,Carlos Mendoza,Cliente_006,VIP
6408,4203,3044,diagnostico y reparacion de bujias y cambio de aceite debido a desgaste.,Finalizado,2026-03-19 00:00:00,2026-03-22 00:00:00,2320,Entregado,Bajaj,CBR 600RR,Jose Ramirez,Cliente_412,Normal
6409,4068,1264,instalacion y calibracion de problema y chequeo incluyendo ajuste final.,En proceso,2026-03-26 00:00:00,2026-03-26 00:00:00,2906,Cliente informado,TVS,R15,Carlos Mendoza,Cliente_255,Normal
6410,741,5222,instalacion y calibracion de fallo electrico y bateria con pruebas posteriores.,Finalizado,2026-03-28 00:00:00,2026-03-29 00:00:00,1648,Entregado,Honda,RC 200,Jose Ramirez,Cliente_269,Normal
6411,863,2202,correccion especializada de problema y inspeccion y verificacion completa.,En proceso,2026-03-22 00:00:00,2026-03-24 00:00:00,838,Cliente informado,Honda,RC 200,Carlos Mendoza,Cliente_354,Normal
6412,2931,1084,inspeccion avanzada de escape deportivo y velocidad segun solicitud del cliente.,Finalizado,2026-03-18 00:00:00,2026-03-20 00:00:00,4618,Entregado,Bajaj,CBR 600RR,Carlos Mendoza,Cliente_305,Normal
6413,315,3035,ajuste tecnico de ruido y test para mejorar rendimiento.,Finalizado,2026-03-07 00:00:00,2026-03-10 00:00:00,3468,Entregado,AKT,GSX-R750,Jose Ramirez,Cliente_255,Normal
6414,2852,2827,revision completa de bujias y balanceo incluyendo ajuste final.,Finalizado,2026-03-15 00:00:00,2026-03-17 00:00:00,1913,Cliente informado,KTM,NKD 125,Carlos Mendoza,Cliente_414,Normal
6415,3273,4195,instalacion y calibracion de escaneo y diagnostico incluyendo ajuste final.,Finalizado,2026-03-16 00:00:00,2026-03-19 00:00:00,6279,Cliente informado,Yamaha,CBR 600RR,Carlos Mendoza,Cliente_259,Normal
6416,1930,5186,mantenimiento preventivo en chequeo y revision y verificacion completa.,Finalizado,2026-03-16 00:00:00,2026-03-16 00:00:00,2667,Entregado,Kawasaki,CB190R,Jose Ramirez,Cliente_306,Normal
6417,3709,3907,servicio integral para embrague y embrague por falla detectada.,Finalizado,2026-03-21 00:00:00,2026-03-22 00:00:00,1164,Cliente informado,Honda,DM200,Jose Ramirez,Cliente_149,En Riesgo
6418,1376,1996,diagnostico y reparacion de luces y sensores y verificacion completa.,Finalizado,2026-03-17 00:00:00,2026-03-18 00:00:00,5093,Entregado,Suzuki,DM200,Jose Ramirez,Cliente_355,Normal
6419,2563,4306,correccion especializada de alineacion y alineacion segun solicitud del cliente.,Finalizado,2026-03-24 00:00:00,2026-03-28 00:00:00,3671,Cliente informado,Honda,GSX-R750,Carlos Mendoza,Cliente_012,VIP
6420,4993,5047,revision completa de motor de arranque y motor de arranque con pruebas posteriores.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,2824,Entregado,Yamaha,R15,Carlos Mendoza,Cliente_498,Normal
6421,2279,3464,servicio integral para eje y amortiguadores segun solicitud del cliente.,Finalizado,2026-03-06 00:00:00,2026-03-08 00:00:00,6468,Cliente informado,Suzuki,RC 200,Jose Ramirez,Cliente_243,Normal
6422,3705,3860,ajuste tecnico de motor de arranque y bateria por falla detectada.,Finalizado,2026-03-04 00:00:00,2026-03-05 00:00:00,2189,Entregado,Yamaha,Apache RTR 200,Carlos Mendoza,Cliente_346,Normal
6423,3935,823,optimizacion del sistema encendido y fallo electrico por falla detectada.,Finalizado,2026-02-28 00:00:00,2026-03-01 00:00:00,956,Entregado,Suzuki,Z650,Jose Ramirez,Cliente_207,Normal
6424,1519,5237,ajuste tecnico de cambio de aceite y revision por falla detectada.,Finalizado,2026-03-18 00:00:00,2026-03-22 00:00:00,1239,Cliente informado,Honda,Apache RTR 200,Carlos Mendoza,Cliente_493,Normal
6425,4261,977,correccion especializada de lubricacion y niveles para mejorar rendimiento.,Finalizado,2026-03-08 00:00:00,2026-03-10 00:00:00,930,Entregado,Bajaj,CBR 600RR,Carlos Mendoza,Cliente_175,En Riesgo
6426,28,3267,revision completa de pintura y gps incluyendo ajuste final.,Finalizado,2026-03-15 00:00:00,2026-03-18 00:00:00,1744,Cliente informado,TVS,Boxer 150,Jose Ramirez,Cliente_062,En Riesgo
6427,1808,4786,correccion especializada de inspeccion y evaluacion segun solicitud del cliente.,Finalizado,2026-03-17 00:00:00,2026-03-20 00:00:00,1941,Cliente informado,Kawasaki,R15,Carlos Mendoza,Cliente_172,En Riesgo
6428,4366,4693,servicio integral para frenos deportivos y audio con pruebas posteriores.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,5140,Entregado,Honda,NKD 125,Jose Ramirez,Cliente_035,En Riesgo
6429,4133,2149,revision completa de ruido y inspeccion debido a desgaste.,Finalizado,2026-03-21 00:00:00,2026-03-21 00:00:00,4381,Entregado,Bajaj,MT-07,Carlos Mendoza,Cliente_326,Normal
6430,3435,2139,mantenimiento preventivo en inspeccion y revision general con pruebas posteriores.,Finalizado,2026-03-03 00:00:00,2026-03-06 00:00:00,4388,Cliente informado,Bajaj,MT-07,Carlos Mendoza,Cliente_285,Normal
6431,1967,1891,optimizacion del sistema lubricacion y alineacion incluyendo ajuste final.,Finalizado,2026-03-02 00:00:00,2026-02-20 00:00:00,2009,Entregado,Honda,GSX-R750,Jose Ramirez,Cliente_334,Normal
6432,4782,1361,correccion especializada de turbo y sensores de estacionamiento incluyendo ajuste final.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,3661,Entregado,KTM,GN125,Carlos Mendoza,Cliente_475,Normal
6433,15,3767,optimizacion del sistema centralita y alternador y verificacion completa.,Finalizado,2026-03-20 00:00:00,2026-03-22 00:00:00,3629,Cliente informado,Honda,CB190R,Carlos Mendoza,Cliente_450,Normal
6434,2852,4691,instalacion y calibracion de ruido y ruido y verificacion completa.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,1919,Cliente informado,Italika,MT-07,Jose Ramirez,Cliente_401,Normal
6435,4819,1018,diagnostico y reparacion de amortiguadores y direccion segun solicitud del cliente.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,1201,Entregado,Yamaha,RC 200,Jose Ramirez,Cliente_205,Normal
6436,4334,192,revision completa de llantas deportivas y aleron por falla detectada.,Finalizado,2026-03-16 00:00:00,2026-03-19 00:00:00,5362,Entregado,Honda,CB190R,Carlos Mendoza,Cliente_386,Normal
6437,2918,3833,revision completa de escaneo y falla debido a desgaste.,Finalizado,2026-03-01 00:00:00,2026-03-01 00:00:00,975,Entregado,Italika,XR150L,Carlos Mendoza,Cliente_476,Normal
6438,4072,4080,revision completa de inspeccion y chequeo incluyendo ajuste final.,Finalizado,2026-03-29 00:00:00,2026-04-02 00:00:00,2870,Cliente informado,Yamaha,Z650,Carlos Mendoza,Cliente_497,Normal
6439,1244,1736,servicio integral para audio y pintura segun solicitud del cliente.,Finalizado,2026-03-10 00:00:00,2026-03-11 00:00:00,1958,Entregado,Kawasaki,MT-07,Jose Ramirez,Cliente_466,Normal
6440,4409,4511,instalacion y calibracion de frenos y eje segun solicitud del cliente.,Finalizado,2026-03-01 00:00:00,2026-03-03 00:00:00,1922,Entregado,Suzuki,Pulsar NS200,Carlos Mendoza,Cliente_041,En Riesgo
6441,485,1384,ajuste tecnico de revision y revision por falla detectada.,Finalizado,2026-03-26 00:00:00,2026-03-30 00:00:00,5281,Entregado,Italika,Gixxer 250,Jose Ramirez,Cliente_197,Normal
6442,2888,5215,inspeccion avanzada de fallo electrico y sensores debido a desgaste.,Finalizado,2026-03-04 00:00:00,2026-03-05 00:00:00,4693,Entregado,Bajaj,Z650,Carlos Mendoza,Cliente_344,Normal
6443,2563,4306,ajuste tecnico de test y ruido y verificacion completa.,Finalizado,2026-03-24 00:00:00,2026-03-28 00:00:00,6421,Cliente informado,Kawasaki,FT150,Jose Ramirez,Cliente_385,Normal
6444,486,792,correccion especializada de niveles y filtro de aceite segun solicitud del cliente.,Finalizado,2026-03-24 00:00:00,2026-03-14 00:00:00,2896,Entregado,Bajaj,FZ16,Carlos Mendoza,Cliente_034,En Riesgo
6445,4146,1331,revision completa de evaluacion y test incluyendo ajuste final.,Finalizado,2026-03-04 00:00:00,2026-03-06 00:00:00,1081,Entregado,Suzuki,Boxer 150,Carlos Mendoza,Cliente_457,Normal
6446,963,1924,ajuste tecnico de inspeccion y problema por falla detectada.,Finalizado,2026-02-28 00:00:00,2026-03-04 00:00:00,2900,Cliente informado,Suzuki,DM200,Jose Ramirez,Cliente_239,Normal
6447,2051,2867,ajuste tecnico de problema y inspeccion debido a desgaste.,Finalizado,2026-03-07 00:00:00,2026-03-11 00:00:00,1874,Cliente informado,Bajaj,Apache RTR 200,Jose Ramirez,Cliente_355,Normal
6448,4709,4253,optimizacion del sistema falla y revision general por falla detectada.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,2017,Entregado,Honda,FT150,Jose Ramirez,Cliente_188,En Riesgo
6449,4471,257,instalacion y calibracion de suspension deportiva y turbo segun solicitud del cliente.,Finalizado,2026-03-15 00:00:00,2026-03-17 00:00:00,594,Entregado,Honda,XR150L,Jose Ramirez,Cliente_462,Normal
6450,3635,4633,correccion especializada de direccion y embrague incluyendo ajuste final.,Finalizado,2026-03-01 00:00:00,2026-03-04 00:00:00,4719,Cliente informado,Bajaj,Ninja 400,Jose Ramirez,Cliente_229,Normal
6451,356,5311,servicio integral para balanceo y chequeo incluyendo ajuste final.,Finalizado,2026-03-04 00:00:00,2026-03-08 00:00:00,2101,Entregado,Honda,MT-07,Carlos Mendoza,Cliente_133,En Riesgo
6452,4421,3643,revision completa de motor de arranque y sistema electrico y verificacion completa.,Finalizado,2026-02-28 00:00:00,2026-03-04 00:00:00,4241,Cliente informado,Yamaha,FT150,Jose Ramirez,Cliente_423,Normal
6453,3090,3391,ajuste tecnico de chequeo y lubricacion y verificacion completa.,Finalizado,2026-03-02 00:00:00,2026-03-02 00:00:00,6402,Entregado,Suzuki,XR150L,Jose Ramirez,Cliente_077,En Riesgo
6454,1524,940,inspeccion avanzada de niveles y revision y verificacion completa.,Finalizado,2026-03-02 00:00:00,2026-03-03 00:00:00,2796,Cliente informado,Yamaha,DM200,Carlos Mendoza,Cliente_308,Normal
6455,1845,232,optimizacion del sistema suspension y motor por falla detectada.,Finalizado,2026-03-22 00:00:00,2026-03-24 00:00:00,1266,Cliente informado,Suzuki,Z650,Jose Ramirez,Cliente_488,Normal
6456,4192,1891,ajuste tecnico de modificacion y modificacion con pruebas posteriores.,Finalizado,2026-03-19 00:00:00,2026-03-23 00:00:00,3811,Cliente informado,Honda,FT150,Carlos Mendoza,Cliente_336,Normal
6457,4444,4294,revision completa de filtro de aire y chequeo y verificacion completa.,Finalizado,2026-03-06 00:00:00,2026-03-06 00:00:00,5585,Entregado,Honda,CB190R,Carlos Mendoza,Cliente_312,Normal
6458,3887,2663,mantenimiento preventivo en ruido y chequeo para mejorar rendimiento.,En proceso,2026-03-13 00:00:00,2026-03-13 00:00:00,2401,Cliente informado,Yamaha,GN125,Carlos Mendoza,Cliente_282,Normal
6459,1271,3663,instalacion y calibracion de falla y diagnostico para mejorar rendimiento.,Finalizado,2026-03-08 00:00:00,2026-03-08 00:00:00,2099,Entregado,Yamaha,MT-07,Carlos Mendoza,Cliente_303,Normal
6460,694,4346,diagnostico y reparacion de chequeo y evaluacion con pruebas posteriores.,Finalizado,2026-03-26 00:00:00,2026-03-30 00:00:00,1529,Cliente informado,KTM,MT-07,Jose Ramirez,Cliente_266,Normal
6461,1040,5177,mantenimiento preventivo en centralita y motor de arranque incluyendo ajuste final.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,3928,Entregado,Italika,Z650,Carlos Mendoza,Cliente_362,Normal
6462,4406,4924,instalacion y calibracion de escaneo y inspeccion segun solicitud del cliente.,En proceso,2026-03-11 00:00:00,2026-03-15 00:00:00,988,Entregado,Kawasaki,Z650,Jose Ramirez,Cliente_251,Normal
6463,1169,708,correccion especializada de distribucion y carroceria debido a desgaste.,Finalizado,2026-03-14 00:00:00,2026-03-18 00:00:00,3616,Entregado,Honda,Apache RTR 200,Jose Ramirez,Cliente_056,En Riesgo
6464,1368,708,optimizacion del sistema chip y audio con pruebas posteriores.,Finalizado,2026-03-19 00:00:00,2026-03-22 00:00:00,1336,Entregado,TVS,GN125,Jose Ramirez,Cliente_470,Normal
6465,1038,925,diagnostico y reparacion de luces y luces con pruebas posteriores.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,5382,Entregado,Italika,NKD 125,Carlos Mendoza,Cliente_326,Normal
6466,1554,4676,diagnostico y reparacion de motor de arranque y sistema electrico debido a desgaste.,Finalizado,2026-03-20 00:00:00,2026-03-22 00:00:00,5515,Cliente informado,TVS,NKD 125,Jose Ramirez,Cliente_073,En Riesgo
6467,4804,3937,correccion especializada de luces y luces y verificacion completa.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,1986,Cliente informado,Italika,RC 200,Carlos Mendoza,Cliente_500,Normal
6468,2021,167,mantenimiento preventivo en lubricacion y balanceo segun solicitud del cliente.,Finalizado,2026-03-21 00:00:00,2026-03-24 00:00:00,4903,Entregado,Bajaj,Gixxer 250,Jose Ramirez,Cliente_374,Normal
6469,4489,3051,ajuste tecnico de caja de cambios y caja de cambios y verificacion completa.,Finalizado,2026-03-15 00:00:00,2026-03-17 00:00:00,2042,Entregado,Bajaj,CB190R,Jose Ramirez,Cliente_310,Normal
6470,1573,5279,instalacion y calibracion de transmision y bomba de agua incluyendo ajuste final.,Finalizado,2026-03-11 00:00:00,2026-03-14 00:00:00,1146,Entregado,Yamaha,Apache RTR 200,Carlos Mendoza,Cliente_002,VIP
6471,4415,656,optimizacion del sistema distribucion y diferencial segun solicitud del cliente.,Finalizado,2026-03-01 00:00:00,2026-03-03 00:00:00,4741,Entregado,TVS,FZ16,Carlos Mendoza,Cliente_463,Normal
6472,1812,2830,instalacion y calibracion de falla y revision general por falla detectada.,Finalizado,2026-03-03 00:00:00,2026-03-03 00:00:00,3785,Cliente informado,AKT,Gixxer 250,Carlos Mendoza,Cliente_437,Normal
6473,3754,4308,revision completa de motor y direccion incluyendo ajuste final.,Finalizado,2026-03-03 00:00:00,2026-03-03 00:00:00,4117,Cliente informado,AKT,R15,Jose Ramirez,Cliente_004,VIP
6474,1974,4930,correccion especializada de revision general y falla con pruebas posteriores.,Finalizado,2026-03-08 00:00:00,2026-03-10 00:00:00,864,Entregado,Kawasaki,CB190R,Carlos Mendoza,Cliente_405,Normal
6475,1134,5242,diagnostico y reparacion de suspension deportiva y audio por falla detectada.,Entregado,2026-03-01 00:00:00,2026-03-04 00:00:00,3641,Entregado,Kawasaki,NKD 125,Jose Ramirez,Cliente_112,En Riesgo
6476,4419,2732,instalacion y calibracion de niveles y balanceo y verificacion completa.,Finalizado,2026-03-20 00:00:00,2026-03-24 00:00:00,6498,Cliente informado,Honda,R15,Carlos Mendoza,Cliente_113,En Riesgo
6477,3344,125,revision completa de ruido y escaneo por falla detectada.,Finalizado,2026-03-08 00:00:00,2026-03-08 00:00:00,6499,Entregado,Suzuki,CB190R,Carlos Mendoza,Cliente_494,Normal
6478,4044,1153,instalacion y calibracion de sistema electrico y luces segun solicitud del cliente.,Finalizado,2026-03-21 00:00:00,2026-03-25 00:00:00,4211,Cliente informado,KTM,Boxer 150,Jose Ramirez,Cliente_474,Normal
6479,1681,1471,instalacion y calibracion de sensores y alternador debido a desgaste.,Finalizado,2026-03-26 00:00:00,2026-03-26 00:00:00,5538,Entregado,Bajaj,RC 200,Carlos Mendoza,Cliente_379,Normal
6480,3894,1817,instalacion y calibracion de direccion y amortiguadores debido a desgaste.,En proceso,2026-03-20 00:00:00,2026-03-22 00:00:00,5394,Cliente informado,Yamaha,Boxer 150,Carlos Mendoza,Cliente_366,Normal
6481,4160,3694,mantenimiento preventivo en actualizacion de software y cromado segun solicitud del cliente.,Finalizado,2026-03-22 00:00:00,2026-03-23 00:00:00,2653,Entregado,Italika,Duke 390,Carlos Mendoza,Cliente_348,Normal
6482,4755,5309,revision completa de filtro de aire y niveles y verificacion completa.,Finalizado,2026-02-28 00:00:00,2026-02-18 00:00:00,4240,Cliente informado,Honda,DM200,Carlos Mendoza,Cliente_425,Normal
6483,4061,5295,servicio integral para luces y sensores incluyendo ajuste final.,Finalizado,2026-02-28 00:00:00,2026-03-02 00:00:00,2582,Entregado,Yamaha,DM200,Carlos Mendoza,Cliente_257,Normal
6484,1739,5149,mantenimiento preventivo en chequeo y chequeo y verificacion completa.,Finalizado,2026-03-16 00:00:00,2026-03-16 00:00:00,3006,Entregado,Yamaha,CBR 600RR,Jose Ramirez,Cliente_493,Normal
6485,1930,5186,mantenimiento preventivo en chequeo y revision y verificacion completa.,Finalizado,2026-03-16 00:00:00,2026-03-16 00:00:00,2667,Entregado,Kawasaki,CB190R,Jose Ramirez,Cliente_370,Normal
6486,3344,125,diagnostico y reparacion de biela y arbol de levas incluyendo ajuste final.,Finalizado,2026-03-08 00:00:00,2026-03-08 00:00:00,1666,Entregado,Yamaha,Ninja 400,Jose Ramirez,Cliente_214,Normal
6487,1028,905,optimizacion del sistema pistones y amortiguadores con pruebas posteriores.,Finalizado,2026-03-21 00:00:00,2026-03-23 00:00:00,2387,Entregado,TVS,Gixxer 250,Jose Ramirez,Cliente_011,VIP
6488,3892,3405,instalacion y calibracion de centralita y cableado incluyendo ajuste final.,Finalizado,2026-03-16 00:00:00,2026-03-16 00:00:00,5339,Cliente informado,Italika,MT-07,Carlos Mendoza,Cliente_432,Normal
6489,3894,1817,instalacion y calibracion de direccion y amortiguadores debido a desgaste.,En proceso,2026-03-20 00:00:00,2026-03-22 00:00:00,5394,Cliente informado,Yamaha,Boxer 150,Carlos Mendoza,Cliente_428,Normal
6490,4044,1153,servicio integral para bujias y chequeo con pruebas posteriores.,Finalizado,2026-03-21 00:00:00,2026-03-25 00:00:00,4381,Cliente informado,Kawasaki,Gixxer 250,Jose Ramirez,Cliente_258,Normal
6491,1392,2945,servicio integral para inspeccion y revision general incluyendo ajuste final.,Finalizado,2026-03-08 00:00:00,2026-02-26 00:00:00,5171,Cliente informado,Italika,Boxer 150,Carlos Mendoza,Cliente_113,En Riesgo
6492,1271,3663,ajuste tecnico de alternador y fallo electrico incluyendo ajuste final.,Finalizado,2026-03-08 00:00:00,2026-03-08 00:00:00,3497,Entregado,Italika,Z650,Jose Ramirez,Cliente_213,Normal
6493,4127,3408,servicio integral para cambio de aceite y lubricacion segun solicitud del cliente.,Finalizado,2026-03-02 00:00:00,2026-02-20 00:00:00,4824,Entregado,Kawasaki,DM200,Jose Ramirez,Cliente_459,Normal
6494,4674,4810,mantenimiento preventivo en chasis y motor y verificacion completa.,Finalizado,2026-03-12 00:00:00,2026-03-02 00:00:00,3856,Entregado,Bajaj,Z650,Jose Ramirez,Cliente_442,Normal
6495,2797,1674,instalacion y calibracion de chasis y caja de cambios y verificacion completa.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,583,Entregado,Suzuki,RC 200,Jose Ramirez,Cliente_330,Normal
6496,341,5027,mantenimiento preventivo en suspension y suspension por falla detectada.,Finalizado,2026-03-10 00:00:00,2026-03-12 00:00:00,4004,Entregado,Yamaha,Duke 390,Carlos Mendoza,Cliente_262,Normal
6497,1919,1331,optimizacion del sistema actualizacion de software y gps incluyendo ajuste final.,Finalizado,2026-03-26 00:00:00,2026-03-30 00:00:00,3698,Entregado,Bajaj,Z650,Carlos Mendoza,Cliente_294,Normal
6498,3473,214,ajuste tecnico de filtro de aire y balanceo con pruebas posteriores.,Finalizado,2026-03-16 00:00:00,2026-03-06 00:00:00,3986,Entregado,Yamaha,Boxer 150,Carlos Mendoza,Cliente_049,En Riesgo
6499,4406,3491,correccion especializada de test y ruido incluyendo ajuste final.,Finalizado,2026-03-04 00:00:00,2026-02-22 00:00:00,1754,Entregado,Yamaha,Pulsar NS200,Carlos Mendoza,Cliente_074,En Riesgo
6500,794,2564,diagnostico y reparacion de ruido y evaluacion debido a desgaste.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,2492,Cliente informado,AKT,NKD 125,Jose Ramirez,Cliente_219,Normal
6501,892,4236,instalacion y calibracion de fallo electrico y centralita con pruebas posteriores.,Finalizado,2026-03-04 00:00:00,2026-03-05 00:00:00,4502,Cliente informado,Bajaj,FZ16,Jose Ramirez,Cliente_188,En Riesgo
6502,3156,4101,mantenimiento preventivo en embrague y distribucion y verificacion completa.,Finalizado,2026-03-08 00:00:00,2026-03-12 00:00:00,5879,Entregado,Bajaj,R15,Jose Ramirez,Cliente_363,Normal
6503,1957,2129,revision completa de reprogramacion y turbo incluyendo ajuste final.,Finalizado,2026-03-23 00:00:00,2026-03-25 00:00:00,1281,Entregado,Bajaj,CB190R,Jose Ramirez,Cliente_394,Normal
6504,1313,4727,instalacion y calibracion de pantalla y aleron debido a desgaste.,Finalizado,2026-03-04 00:00:00,2026-03-07 00:00:00,4047,Entregado,Italika,Gixxer 250,Jose Ramirez,Cliente_344,Normal
6505,4452,2306,inspeccion avanzada de fallo electrico y alternador debido a desgaste.,Finalizado,2026-03-09 00:00:00,2026-03-13 00:00:00,4613,Cliente informado,KTM,CBR 600RR,Carlos Mendoza,Cliente_169,En Riesgo
6506,3648,1756,optimizacion del sistema motor y caja de cambios con pruebas posteriores.,Finalizado,2026-03-07 00:00:00,2026-03-10 00:00:00,5839,Cliente informado,AKT,DM200,Jose Ramirez,Cliente_471,Normal
6507,4874,311,inspeccion avanzada de amortiguadores y motor debido a desgaste.,Finalizado,2026-03-11 00:00:00,2026-03-14 00:00:00,3358,Entregado,AKT,GSX-R750,Carlos Mendoza,Cliente_366,Normal
6508,1527,4118,revision completa de caja de cambios y bomba de agua debido a desgaste.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,5460,Entregado,Yamaha,Z650,Carlos Mendoza,Cliente_103,En Riesgo
6509,1008,1828,optimizacion del sistema bateria y luces para mejorar rendimiento.,Finalizado,2026-03-07 00:00:00,2026-03-09 00:00:00,3267,Entregado,Yamaha,MT-07,Carlos Mendoza,Cliente_287,Normal
6510,3638,2264,revision completa de radiador y carroceria y verificacion completa.,Finalizado,2026-03-18 00:00:00,2026-03-22 00:00:00,4547,Entregado,Kawasaki,Z650,Jose Ramirez,Cliente_360,Normal
